vote_2020,vote_intention,registration,age,gender,education,state,household_income,agegroup,race
Donald Trump,"Yes, I will vote",Registered,65,Female,Associate Degree,TX,"$25,000 to $29,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,40,Male,Masters degree,FL,"$95,000 to $99,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,76,Male,"College Degree (such as B.A., B.S.)",VA,"$95,000 to $99,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,75,Female,High school graduate,ID,"$55,000 to $59,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,76,Male,"College Degree (such as B.A., B.S.)",NY,"$100,000 to $124,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,78,Female,"Completed some college, but no degree",OR,"$25,000 to $29,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,82,Female,"Completed some college, but no degree",VA,"$20,000 to $24,999",above 80,Other race
Joe Biden,"Yes, I will vote",Registered,18,Male,"Completed some college, but no degree",MA,"$250,000 and above",20 or less,White
Donald Trump,"Yes, I will vote",Registered,76,Male,"Completed some college, but no degree",FL,"$25,000 to $29,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,43,Male,Masters degree,NY,"$200,000 to $249,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,41,Male,Masters degree,OH,"$150,000 to $174,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,29,Female,"College Degree (such as B.A., B.S.)",GA,"$20,000 to $24,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,55,Female,"Completed some college, but no degree",FL,"$30,000 to $34,999",50 to 65,Other race
Joe Biden,"Yes, I will vote",Registered,62,Female,"College Degree (such as B.A., B.S.)",MA,"$40,000 to $44,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,33,Male,"College Degree (such as B.A., B.S.)",MA,"$250,000 and above",21 to 35,other asian or pacific islander
Joe Biden,"Yes, I will vote",Registered,75,Female,"Completed some college, but no degree",ID,"Less than $14,999",65 to 80,Other race
Joe Biden,"Yes, I will vote",Registered,39,Male,Associate Degree,NY,"$70,000 to $74,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,74,Female,High school graduate,IL,"$45,000 to $49,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,25,Male,High school graduate,TX,"$40,000 to $44,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,25,Male,"College Degree (such as B.A., B.S.)",MO,"$250,000 and above",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,40,Male,Masters degree,GA,"$175,000 to $199,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,35,Male,"College Degree (such as B.A., B.S.)",WA,"$100,000 to $124,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,19,Male,"Completed some college, but no degree",IN,"Less than $14,999",20 or less,White
Joe Biden,"Yes, I will vote",Registered,72,Male,Masters degree,TX,"$125,000 to $149,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,70,Male,Masters degree,PA,"$150,000 to $174,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,41,Male,Masters degree,NC,"$150,000 to $174,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,71,Female,"College Degree (such as B.A., B.S.)",AZ,"$50,000 to $54,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,53,Male,Masters degree,CA,"$100,000 to $124,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,27,Female,Completed some high school,IL,"$30,000 to $34,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,36,Male,"Completed some college, but no degree",WA,"$35,000 to $39,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,60,Male,High school graduate,CO,"Less than $14,999",50 to 65,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,32,Male,High school graduate,FL,"Less than $14,999",21 to 35,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,64,Female,"Completed some college, but no degree",FL,"$25,000 to $29,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,51,Male,"College Degree (such as B.A., B.S.)",PA,"$125,000 to $149,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,29,Male,"Completed some college, but no degree",FL,"$60,000 to $64,999",21 to 35,Other race
Donald Trump,"Yes, I will vote",Registered,59,Male,High school graduate,CA,"$25,000 to $29,999",50 to 65,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,55,Male,"College Degree (such as B.A., B.S.)",MS,"$75,000 to $79,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,58,Male,"College Degree (such as B.A., B.S.)",TX,"$70,000 to $74,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,34,Male,"College Degree (such as B.A., B.S.)",PA,"$100,000 to $124,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,41,Male,"College Degree (such as B.A., B.S.)",CA,"$100,000 to $124,999",35 to 50,American Indian or Alaska Native
Joe Biden,"Yes, I will vote",Registered,43,Male,"Completed some college, but no degree",MO,"$20,000 to $24,999",35 to 50,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,41,Male,Masters degree,MD,"$200,000 to $249,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,44,Male,Masters degree,VA,"$150,000 to $174,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,41,Male,Masters degree,NY,"$200,000 to $249,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,68,Male,"Completed some college, but no degree",WA,"$125,000 to $149,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,47,Male,High school graduate,UT,"$30,000 to $34,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,45,Male,Completed some high school,CA,"$100,000 to $124,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,36,Female,"College Degree (such as B.A., B.S.)",WA,"$50,000 to $54,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,43,Male,"College Degree (such as B.A., B.S.)",HI,"$125,000 to $149,999",35 to 50,other asian or pacific islander
Joe Biden,"Yes, I will vote",Registered,22,Male,"College Degree (such as B.A., B.S.)",VA,"$60,000 to $64,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,43,Female,"Completed some college, but no degree",AZ,"$95,000 to $99,999",35 to 50,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,61,Female,"College Degree (such as B.A., B.S.)",DC,"$30,000 to $34,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,63,Male,"College Degree (such as B.A., B.S.)",WI,"$95,000 to $99,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,24,Female,"College Degree (such as B.A., B.S.)",OH,"$85,000 to $89,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,24,Female,"College Degree (such as B.A., B.S.)",NY,"$15,000 to $19,999",21 to 35,other asian or pacific islander
Joe Biden,"Yes, I will vote",Registered,36,Female,"College Degree (such as B.A., B.S.)",MA,"$35,000 to $39,999",35 to 50,Other race
Donald Trump,"Yes, I will vote",Registered,76,Male,High school graduate,NJ,"$35,000 to $39,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,48,Female,"College Degree (such as B.A., B.S.)",NC,"$95,000 to $99,999",35 to 50,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,37,Male,"College Degree (such as B.A., B.S.)",NY,"$125,000 to $149,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,31,Female,"College Degree (such as B.A., B.S.)",MS,"$35,000 to $39,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,33,Female,Masters degree,AL,"$45,000 to $49,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,41,Male,"College Degree (such as B.A., B.S.)",ME,"$70,000 to $74,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,44,Male,"College Degree (such as B.A., B.S.)",CA,"$100,000 to $124,999",35 to 50,Chinese
Joe Biden,"Yes, I will vote",Registered,35,Female,"Completed some college, but no degree",NC,"$40,000 to $44,999",21 to 35,Other race
Donald Trump,"Yes, I will vote",Registered,69,Female,High school graduate,AZ,"Less than $14,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,38,Male,Masters degree,WA,"$150,000 to $174,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,21,Male,High school graduate,CA,"$250,000 and above",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,25,Male,"College Degree (such as B.A., B.S.)",KS,"$85,000 to $89,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,58,Male,Masters degree,LA,"$100,000 to $124,999",50 to 65,White
Joe Biden,Not sure,Registered,40,Male,Masters degree,PA,"$150,000 to $174,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,65,Female,Associate Degree,WA,"$50,000 to $54,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,34,Male,Doctorate degree,TX,"$175,000 to $199,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,36,Male,Masters degree,TX,"$100,000 to $124,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,44,Female,Completed some high school,NC,"$20,000 to $24,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,57,Female,"Completed some college, but no degree",MD,"$35,000 to $39,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,44,Male,Masters degree,TN,"$150,000 to $174,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,44,Female,"Completed some college, but no degree",CT,"$150,000 to $174,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,62,Male,Masters degree,KY,"$65,000 to $69,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,36,Female,Completed some high school,NC,"$25,000 to $29,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,39,Male,Masters degree,FL,"$150,000 to $174,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,38,Female,"College Degree (such as B.A., B.S.)",FL,"$125,000 to $149,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,68,Female,High school graduate,PA,"$55,000 to $59,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,37,Female,High school graduate,SC,"$55,000 to $59,999",35 to 50,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,61,Female,Associate Degree,CT,"Less than $14,999",50 to 65,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,57,Male,Masters degree,NY,"$150,000 to $174,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,49,Male,Completed some high school,GA,"Less than $14,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,36,Male,"Completed some college, but no degree",OH,"$25,000 to $29,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,30,Female,Completed some high school,AL,"Less than $14,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,31,Female,Completed some high school,FL,"$25,000 to $29,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,46,Female,High school graduate,CA,"$45,000 to $49,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,32,Female,Completed some high school,MI,"$15,000 to $19,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,38,Female,Completed some high school,MD,"Less than $14,999",35 to 50,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,35,Female,Masters degree,VA,"$75,000 to $79,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,37,Male,High school graduate,NY,"$85,000 to $89,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,40,Male,Masters degree,NY,"$80,000 to $84,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,62,Female,High school graduate,GA,"$70,000 to $74,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,24,Male,"College Degree (such as B.A., B.S.)",VA,"$15,000 to $19,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,40,Male,Masters degree,NY,"$100,000 to $124,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,34,Female,High school graduate,NC,"$75,000 to $79,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,49,Female,High school graduate,AK,"$20,000 to $24,999",35 to 50,Other race
Joe Biden,"Yes, I will vote",Registered,45,Male,Masters degree,CT,"$150,000 to $174,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,61,Male,"College Degree (such as B.A., B.S.)",KS,"$100,000 to $124,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,34,Female,Masters degree,VA,"$75,000 to $79,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,41,Male,Masters degree,CO,"$150,000 to $174,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,42,Male,High school graduate,NJ,"$15,000 to $19,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,51,Female,Associate Degree,CO,"$90,000 to $94,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,49,Female,"College Degree (such as B.A., B.S.)",NM,"$30,000 to $34,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,28,Female,Associate Degree,MN,"$80,000 to $84,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,19,Female,Completed some high school,IL,"$25,000 to $29,999",20 or less,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,34,Female,"College Degree (such as B.A., B.S.)",MI,"$100,000 to $124,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,40,Male,High school graduate,NY,"Less than $14,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,75,Female,High school graduate,MN,"$15,000 to $19,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,38,Female,Associate Degree,MI,"$55,000 to $59,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,19,Female,"College Degree (such as B.A., B.S.)",AK,"$100,000 to $124,999",20 or less,White
Joe Biden,"Yes, I will vote",Registered,52,Female,"Completed some college, but no degree",WA,"$75,000 to $79,999",50 to 65,Chinese
Joe Biden,"Yes, I will vote",Registered,29,Female,Associate Degree,MI,"$75,000 to $79,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,47,Male,"Completed some college, but no degree",HI,"$70,000 to $74,999",35 to 50,other asian or pacific islander
Joe Biden,"Yes, I will vote",Registered,48,Female,"College Degree (such as B.A., B.S.)",IL,"$45,000 to $49,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,33,Female,"College Degree (such as B.A., B.S.)",CT,"$80,000 to $84,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,32,Female,"Completed some college, but no degree",NC,"$40,000 to $44,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,20,Female,"Completed some college, but no degree",TN,"$60,000 to $64,999",20 or less,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,48,Female,Masters degree,MD,"$175,000 to $199,999",35 to 50,other asian or pacific islander
Donald Trump,"Yes, I will vote",Registered,50,Male,Masters degree,FL,"$175,000 to $199,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,30,Female,"College Degree (such as B.A., B.S.)",PA,"$50,000 to $54,999",21 to 35,Chinese
Joe Biden,"Yes, I will vote",Registered,66,Female,Associate Degree,AZ,"$35,000 to $39,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,57,Female,High school graduate,OH,"$15,000 to $19,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,72,Female,High school graduate,MO,"$45,000 to $49,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,35,Female,"Completed some college, but no degree",AL,"Less than $14,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,68,Female,"College Degree (such as B.A., B.S.)",NV,"$125,000 to $149,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,62,Female,Associate Degree,VA,"$25,000 to $29,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,43,Female,Doctorate degree,WA,"$100,000 to $124,999",35 to 50,Chinese
Joe Biden,"Yes, I will vote",Registered,70,Female,"College Degree (such as B.A., B.S.)",CA,"$75,000 to $79,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,38,Male,Associate Degree,CA,"$30,000 to $34,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,60,Female,"Completed some college, but no degree",MS,"$20,000 to $24,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,65,Male,"College Degree (such as B.A., B.S.)",CA,"$50,000 to $54,999",50 to 65,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,60,Female,High school graduate,MO,"$30,000 to $34,999",50 to 65,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,26,Male,"Completed some college, but no degree",IL,"$15,000 to $19,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,52,Male,"College Degree (such as B.A., B.S.)",FL,"$45,000 to $49,999",50 to 65,White
